# t  Norma  <x>  <p>  <H>  DeltaX*DeltaP
0.000000000000000 1.000000000000000 0.500000000000000 0.000000000000000 147.527154087380694 0.499992000106603
0.000100000000000 1.000000000000000 0.500000000000000 0.000000000000007 147.527154087380438 0.500461416593261
0.000200000000000 1.000000000000001 0.500000000000000 0.000000000000012 147.527154087379870 0.501864043342352
0.000300000000000 1.000000000000000 0.500000000000000 0.000000000000018 147.527154087380666 0.504183187328352
0.000400000000000 1.000000000000001 0.500000000000000 0.000000000000024 147.527154087379984 0.507391597191996
0.000500000000000 1.000000000000001 0.500000000000001 0.000000000000028 147.527154087380893 0.511452273927748
0.000600000000000 1.000000000000001 0.500000000000000 0.000000000000030 147.527154087380495 0.516319522439190
0.000700000000000 1.000000000000000 0.500000000000000 0.000000000000035 147.527154087380325 0.521940173817220
0.000800000000000 1.000000000000000 0.500000000000001 0.000000000000042 147.527154087380495 0.528254904087565
0.000900000000000 1.000000000000002 0.500000000000001 0.000000000000047 147.527154087380751 0.535199578616558
0.001000000000000 1.000000000000000 0.500000000000000 0.000000000000052 147.527154087380495 0.542706560704176
0.001100000000000 1.000000000000001 0.500000000000000 0.000000000000055 147.527154087380751 0.550705935917169
0.001200000000000 1.000000000000001 0.500000000000000 0.000000000000059 147.527154087380694 0.559126618152397
0.001300000000000 1.000000000000000 0.500000000000001 0.000000000000065 147.527154087381746 0.567897317411350
0.001400000000000 1.000000000000002 0.500000000000001 0.000000000000071 147.527154087381803 0.576947361468751
0.001500000000000 1.000000000000002 0.500000000000000 0.000000000000076 147.527154087380751 0.586207373324957
0.001600000000000 1.000000000000001 0.500000000000001 0.000000000000081 147.527154087381803 0.595609813331386
0.001700000000000 1.000000000000002 0.500000000000001 0.000000000000091 147.527154087381803 0.605089399355254
0.001800000000000 1.000000000000002 0.500000000000001 0.000000000000095 147.527154087381064 0.614583420682150
0.001900000000000 1.000000000000001 0.500000000000001 0.000000000000107 147.527154087381604 0.624031962037526
0.002000000000000 1.000000000000000 0.500000000000001 0.000000000000116 147.527154087381689 0.633378053608118
0.002100000000000 1.000000000000002 0.500000000000001 0.000000000000119 147.527154087381689 0.642567761702188
0.002200000000000 1.000000000000001 0.500000000000000 0.000000000000127 147.527154087381717 0.651550233015561
0.002300000000000 1.000000000000001 0.500000000000000 0.000000000000133 147.527154087381490 0.660277703650054
0.002400000000000 1.000000000000002 0.500000000000001 0.000000000000138 147.527154087381575 0.668705482215810
0.002500000000000 1.000000000000001 0.500000000000000 0.000000000000146 147.527154087381405 0.676791914650815
0.002600000000000 1.000000000000002 0.500000000000001 0.000000000000154 147.527154087381632 0.684498336881929
0.002700000000000 1.000000000000002 0.500000000000001 0.000000000000160 147.527154087381405 0.691789020139765
0.002800000000000 1.000000000000003 0.500000000000001 0.000000000000168 147.527154087381604 0.698631112640467
0.002900000000000 1.000000000000002 0.500000000000001 0.000000000000170 147.527154087381234 0.704994580441716
0.003000000000000 1.000000000000002 0.500000000000001 0.000000000000182 147.527154087381376 0.710852149549379
0.003100000000000 1.000000000000003 0.500000000000002 0.000000000000189 147.527154087381206 0.716179250773937
0.003200000000000 1.000000000000003 0.500000000000002 0.000000000000192 147.527154087381405 0.720953968387571
0.003300000000000 1.000000000000003 0.500000000000001 0.000000000000195 147.527154087381234 0.725156993289186
0.003400000000000 1.000000000000002 0.500000000000002 0.000000000000205 147.527154087381120 0.728771581133871
0.003500000000000 1.000000000000003 0.500000000000001 0.000000000000212 147.527154087381120 0.731783515696387
0.003600000000000 1.000000000000002 0.500000000000002 0.000000000000215 147.527154087381120 0.734181077612618
0.003700000000000 1.000000000000003 0.500000000000002 0.000000000000223 147.527154087381234 0.735955018558164
0.003800000000000 1.000000000000004 0.500000000000002 0.000000000000230 147.527154087381348 0.737098540873299
0.003900000000000 1.000000000000003 0.500000000000003 0.000000000000236 147.527154087381234 0.737607282619844
