# t  Norma  <x>  <p>  <H>  DeltaX*DeltaP
0.000000000000000 1.000000000000001 0.500000000000000 0.000000000000000 499.992072088835926 2.499960360130733
0.000100000000000 1.000000000000001 0.500000000000000 -0.000000000000009 499.992072088836267 2.499960360131751
0.000200000000000 1.000000000000000 0.500000000000001 -0.000000000000020 499.992072088836721 2.499960360134964
0.000300000000000 1.000000000000001 0.500000000000000 -0.000000000000030 499.992072088836267 2.499960360140200
0.000400000000000 1.000000000000001 0.500000000000000 -0.000000000000040 499.992072088836835 2.499960360147439
0.000500000000000 1.000000000000001 0.500000000000000 -0.000000000000048 499.992072088836323 2.499960360156545
0.000600000000000 1.000000000000000 0.500000000000000 -0.000000000000059 499.992072088837176 2.499960360167475
0.000700000000000 1.000000000000000 0.500000000000001 -0.000000000000069 499.992072088836721 2.499960360179970
0.000800000000000 1.000000000000000 0.500000000000000 -0.000000000000079 499.992072088836949 2.499960360194038
0.000900000000000 1.000000000000001 0.500000000000000 -0.000000000000091 499.992072088836665 2.499960360209429
0.001000000000000 1.000000000000000 0.500000000000000 -0.000000000000100 499.992072088837347 2.499960360225961
0.001100000000000 1.000000000000002 0.500000000000000 -0.000000000000107 499.992072088836835 2.499960360243447
0.001200000000000 1.000000000000000 0.500000000000001 -0.000000000000117 499.992072088836380 2.499960360261586
0.001300000000000 1.000000000000001 0.500000000000000 -0.000000000000125 499.992072088836835 2.499960360280326
0.001400000000000 1.000000000000002 0.500000000000001 -0.000000000000132 499.992072088837347 2.499960360299188
0.001500000000000 1.000000000000002 0.500000000000000 -0.000000000000143 499.992072088837119 2.499960360318106
0.001600000000000 1.000000000000001 0.500000000000001 -0.000000000000155 499.992072088837176 2.499960360336629
0.001700000000000 1.000000000000003 0.500000000000000 -0.000000000000163 499.992072088837801 2.499960360354663
0.001800000000000 1.000000000000000 0.500000000000001 -0.000000000000173 499.992072088837233 2.499960360371803
0.001900000000000 1.000000000000001 0.500000000000001 -0.000000000000181 499.992072088837233 2.499960360387775
0.002000000000000 1.000000000000004 0.500000000000000 -0.000000000000190 499.992072088837517 2.499960360402333
0.002100000000000 1.000000000000004 0.500000000000000 -0.000000000000198 499.992072088838313 2.499960360415176
